"Integrated Compressor Protection | The combination of both high- and low-pressure switches give additional reliability to each of our outdoor units. The high-pressure switch prevents operation if refrigerant pressures exceed safe levels, protecting the compressor. If your unit does not have enough refrigerant, the low-pressure switch prevents the unit from drawing in moisture and other contaminants while operating.",3
Internal Bracing | Makes the entire cabinet stronger and stiffer for greater structural integrity and tighter seal along panels and doors.,1
Internal Monitoring | Your AirEase air conditioner's electronic control system prolongs system life by continuously monitoring internal components for optimum performance and fault prevention,1
Internal Monitoring | Your AirEase furnace’s electronic control system prolongs system life by continuously monitoring internal components for optimum performance and fault prevention.,8
Internal Monitoring | Your AirEase package unit's electronic control system prolongs system life by continuously monitoring internal components for optimum performance and fault prevention.,8
"MHT™ Technology | AirEase coils feature rifled tubing to enhance refrigerant flow, while lanced coil fins increase surface contact between metal and air for maximum heat transfer and efficiency.",9
"MHT™ Technology | AirEase’s proprietary heat transfer system. A specially designed fan shroud pulls air evenly throughout the air conditioner’s coil surface. The coil features rifled tubing to enhance refrigerant flow, while lanced coil fins increase surface contact between metal and air. All combine for maximum heat transfer and efficiency.",26
"MHT™ Technology | AirEase’s proprietary heat transfer system. The coil features rifled tubing to enhance refrigerant flow, while lanced coil fins increase surface contact between metal and air. They combine for maximum heat transfer and efficiency.",14
"MHT™ Technology | MHT™ Technology helps transfer heat in and out of your home more efficiently. Featuring lanced coil fins for greater coil-to-air contact, rifled tubing for enhanced refrigerant flow, and a fan venturi cover to focus air flow over the coils to more efficiently remove heat in cooling mode and absorb heat from the air in heating mode. That means our air conditioners and heat pumps are designed to last longer and help ensure your home stays consistently comfortable.",14
"Matched Indoor System | When properly matched with a variable speed furnace or air handler, your outdoor unit can, in many cases, provide an elevated SEER rating.",12
"Matched System | Our evaporator coils are specially designed and sized to match AirEase heating and cooling products. Removable cabinets and a single drain pan offer quick access and easy clean up for lifelong performance efficiencies. Plus, when you add a matching coil, you get a system that runs at peak performance while maximizing efficiency.",12
Maximum Control | The BCE4S gives you maximum control of the airflow in your home. Designed to work with a matched unit—like the 20LX air conditioner or heat pump—the BCE4S also provides precise control over every aspect of your home environment.,1
Microban® Antimicrobial Protection | Each of our matched indoor air coil units feature drain pans treated with Microban antimicrobial protection. It stops the growth odor-causing mold and mildew on contact and helps ensure long-lasting performance.,7
"Modulating Heat | Provides superior comfort over traditional single- stage and two-stage products, further reducing temperature swings in your home.",2
"Multi-Position Design | AirEase's thoughtful design allows installation flexibility for any configuration: upflow, downflow, and horizontal left or right.",2
Multi-Stage Operation | At the heart of the system is an advanced compressor that has two stages of cooling and two stages of heating to precisely maintain your set temperature. This also helps keep humidity levels balanced throughout your home.,3
"Multi-Stage, Dual-Fuel Operation | At the heart of the dual-fuel system is an advanced compressor that has two stages of cooling and three stages of heating to precisely maintain your set temperature. This also helps keep humidity levels balanced throughout your home.",1
"Omniguard® Total Corrosion Protection Technology | Our outdoor units feature Omniguard Total Corrosion Protection Technology, offering improved corrosion protection compared to traditional coils and preserving the life of your system for years to come.",6
"Omniguard® Total Corrosion Protection Technology | Select AirEase Air Conditioner units feature Omniguard Total Corrosion Protection Technology, offering improved corrosion protection compared to traditional coils and preserving the life of your systemfor years to come.",4
"Omniguard® Total Corrosion Protection Technology | Select AirEase air handler units feature Omniguard Total Corrosion Protection Technology, offering improved corrosion protection compared to traditional coils and preserving the life of your systemfor years to come.",6
"Omniguard® Total Corrosion Protection Technology | Select outdoor units feature Omniguard® Total Corrosion Protection Technology, offering improved corrosion protection compared to traditional coils and preserving the life of your system for years to come.",3
"Omniguard® Total Corrosion Protection | Our enhanced evaporator coil helps protect against leaks and corrosion for long- term performance. A fully-insulated cabinet and pre-bent duct flanges with rolled edges allow for a tight fit to existing ductwork, preventing heating and cooling losses.",8
One-Touch Away Mode | Puts your system into an enhanced energy-saving mode when you leave your home.,1
One-Touch Away Mode | Puts your system into an enhanced energy-saving modewhen you leave.,9
Optional Heat Strips | Dealer-installed heat strips add supplemental heat on extremely cold days.,4
"Performance and Control | The BCE3V is designed for efficiency and built to the highest quality standards. The advanced variable-speed motor and other smartly engineered components give you precise temperature control, balanced humidity and lower noise levels and energy usage, compared to single-speed models.",2
"Pro Series™ Systems | Pair this model with a Pro Series™ heat pump or air conditioner and a Comfort Sync thermostat, for optimum performance. With the Pro Series, you’re in control of every aspect of your home’s climate, as well as your energy costs. Explore the AirEase Pro Series™.",1
"Pro Series™ Systems | Pair this model with a Pro Series™ variable speed Air Handler and a Comfort Sync thermostat, for optimum performance. With the Pro Series, you’re in control of every aspect of your home’s climate, as well as your energy costs. Explore the AirEase Pro Series™.",2
"Pro Series™ Systems | Pair this model with a Pro Series™ variable speed furnace and a Comfort Sync® A3 thermostat, for optimum performance. With higher energy efficiency, premium technology and a smart thermostat, our Pro Series™ systems give you the highest degree of control over your home environment. Explore the full Pro Series™ line.",14
Quiet Combustion™ Technology | Uses a smaller Btu input per burner for quieter start-up and operation while providing more even heat distribution.,17
"Quiet Shift™ Technology | Allows heat pumps to enter defrost mode without excessive noise. Since refrigerant pressure is allowed to equalize before the switch, the heat pump can dissipate performance-robbing frost and ice quietly.",22
"Remote Access | Allows you to check and adjust your home’s temperature from anywhere using your laptop, smartphone, tablet or other connected device.",10
"Sealed Contactor With Lugs | Our outdoor units use a sealed contactor with lugs to provide a safe and secure power connection, and the lugs help technicians during routine maintenance.",7
Single-Speed Fan Motor | Permanent Split Capacitor (PSC) motor keeps air flowing efficiently and is engineered to deliver the highest levels of reliability.,2
"Single-Stage Compressor | A time-proven design chosen for its consistent performance, incredible durability and long operating live, the single-stage compressor works hard year after year.",8
Single-Stage Compressor | Our reliable single-stage compressors are made from quality materials and run-tested well beyond industry standards to ensure your unit provides you with year-after-year comfort.,6
Single-Stage Scroll Compressor | Our reliable single-stage compressors are made from quality materials and run-tested well beyond industry standards to ensure your unit provides you with year-after-year comfort.,2
Sleeved Distributor Tubes | The protective wrapper prevents copper-to-copper contact that over time can lead to refrigerant leaks in your system.,1
Swept Wing Fan Blades | High-tech design allows for better sound control and is engineered for long-lasting durability.,3
Swept Wing Fan Blades | High-tech design allows for better sound control and is engineered for long-lasting durability. A heavy-duty insulation guard further reduces noise levels.,2
Swept-Wing Fan Blade | Swept-wing fan blades on the condenser fan pull air over the coil surface for efficient heat transfer. This unique design also means our units operate with sound levels as low as 68 dB.****,4
"Tilted Heat Exchanger | By tilting the heat exchanger, the Tri-Diamond design eliminates issues caused by condensation developed during the cooling season. As a result, these units start up when they're supposed to, year after year.",3
"Tri-Diamond™ Technology | Our unique Tri-Diamond design increases the heat exchanger's surface area, making heat transfer more efficient. This allows for a smaller heat exchanger that requires less energy to operate.",6
"True Variable-Capacity Cooling | Rather than running at one or even two speeds, the 20LX Inverter-Driven Scroll Compressor changes its speed in small, precise increments and adjust cooling up and down like a dimmer switch. So temperatures are held exactly where you want them, even in extremely hot weather.",6
"True Variable-Speed Compressor | Rather than running at only one or two speeds, the inverter-driven compressor changes its speed in small, precise increments like a dimmer switch to provide longer, gentler run cycles. That means temperatures are held exactly where you want them, even in extremely hot or cold weather.",6
Two-Piece Cabinet Design | Makes the entire cabinet stronger and stiffer for greater structural integrity. Foam rubber gaskets create a tighter seal along panels and doors.,1
"Two-Stage Heating | Rather than being “all on” or “all off,” your furnace can adjust its heat output based on conditions inside and outside your home. So you use less energy to maintain comfort.",8
"Two-Stage Scroll Compressor | Rather than being ""all on"" or ""all off,"" your cooling unit can adjust its cooling output based on conditions inside and outside your home. So you use less energy to maintain comfort.",2
"Two-Stage Scroll Compressor | The two-stage scroll compressor will run longer, gentler cooling cycles at low capacity during mild weather and switch to full capacity on hotter days, keeping you comfortable all season long.",3
"Up to 10 HSPF Efficiency Rating* | HSPF (Heating Seasonal Performance Factor) rates the energy efficiency of your heat pump. The higher the HSPF rating, the more efficiently your unit operates, saving you money on utility bills.",2
"Up to 10 HSPF Efficiency Rating* | HSPF (Heating Seasonal Performance Factor) rates the energy efficiency of your heat pump. The higher the HSPF rating, the more efficiently your unit operates, saving you money on utility bills.

Learn more about HSPF and HSPF2 ratings here.
*May qualify for local utility rebates.",4
"Up to 11 HSPF Efficiency Rating* | The highly energy efficient heating mode on this heat pump can deliver more than 36% greater energy efficiency than a conventional 14 SEER single-stage heat pump unit. HSPF (Heating Seasonal Performance Factor) rates the energy efficiency of your heat pump. The higher the HSPF rating, the more efficiently your unit operates, saving you money on utility bills.

Learn more about HSPF and HSPF2 ratings here.
*May qualify for local utility rebates.",2
"Up to 13.4 SEER2 Efficiency* | SEER2 stands for Seasonal Energy Efficiency Ratio and is a measurement of the efficiency of cooling products. The “2” refers to the 2023 updated testing standards. Compared to original SEER ratings, these new standards are updated to more accurately reflect performance in real-world installations. Think of it like the difference between highway vs. city miles per gallon: SEER represents performance in perfect conditions, while SEER2 presents a more realistic picture of performance – i.e., stop-and-go traffic

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates",4
"Up to 14 SEER Efficiency Rating* | SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The higher the SEER rating, the more efficiently your unit operates, saving you money on utility bills.",10
"Up to 15 SEER Efficiency Rating* | SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The higher the SEER rating, the more efficiently your unit operates, saving you money on utility bills.",4
"Up to 15.2 SEER2 Efficiency Rating* | SEER2 stands for Seasonal Energy Efficiency Ratio and is a measurement of the efficiency of cooling products. The “2” refers to the 2023 updated testing standards. Compared to original SEER ratings, these new standards are updated to more accurately reflect performance in real-world installations. Think of it like the difference between highway vs. city miles per gallon: SEER represents performance in perfect conditions, while SEER2 presents a more realistic picture of performance – i.e., stop-and-go traffic.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates.",2
"Up to 15.2 SEER2 Efficiency* | SEER2 stands for Seasonal Energy Efficiency Ratio and is a measurement of the efficiency of cooling products. The “2” refers to the 2023 updated testing standards. Compared to original SEER ratings, these new standards are updated to more accurately reflect performance in real-world installations. Think of it like the difference between highway vs. city miles per gallon: SEER represents performance in perfect conditions, while SEER2 presents a more realistic picture of performance – i.e., stop-and-go traffic

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates",4
"Up to 16 SEER Efficiency Rating* | PRPAC16 units offer efficiency ratings of up to 16.00 SEER**, so you can enjoy consistent savings through every season. You may even be eligible for local utility rebates and other energy incentives.***",2
"Up to 16 SEER Efficiency Rating* | SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The higher the SEER rating, the more efficiently your unit operates, saving you money on utility bills.",7
"Up to 16 SEER Efficiency Rating* | SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The higher the SEER rating, the more efficiently your unit operates, saving you money on utility bills.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates.",2
"Up to 16 SEER2 Efficiency Rating* | SEER2 stands for Seasonal Energy Efficiency Ratio and is a measurement of the efficiency of cooling products. The “2” refers to the 2023 updated testing standards. Compared to original SEER ratings, these new standards are updated to more accurately reflect performance in real-world installations. Think of it like the difference between highway vs. city miles per gallon: SEER represents performance in perfect conditions, while SEER2 presents a more realistic picture of performance – i.e., stop-and-go traffic.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates.",2
"Up to 16.2 SEER2 Efficiency Rating* | A SEER2 rating of 16.2 meets ENERGY STAR® and CEE Tier 1 and Tier 2 qualifications, potentially making you eligible for tax incentives or local utility rebates.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates",2
"Up to 17 SEER Efficiency Rating* | SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The higher the SEER rating, the more efficiently your unit operates, saving you money on utility bills.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates.",4
"Up to 19 SEER2 Efficiency Rating* | A SEER2 rating of 19 meets ENERGY STAR® and CEE Tier 1 and Tier 2 qualifications, potentially making you eligible for tax incentives or local utility rebates.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates",4
"Up to 20 SEER Efficiency Rating* | SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The 20LX is up to twice as efficient as common legacy systems. The higher the SEER rating, the more efficiently your unit operates, saving you money on utility bills.",2
"Up to 20 SEER Efficiency Rating* | The highly energy efficient cooling mode on this heat pump can deliver more than 22% greater energy efficiency than a conventional 14 SEER single-stage heat pump unit. SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The higher the SEER rating, the more efficiently your unit operates, saving you money on utility bills.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates",4
"Up to 20.9 SEER2 Efficiency Rating* | A SEER2 rating of 20.9 meets ENERGY STAR® and CEE Tier 1 and Tier 2 qualifications, potentially making you eligible for tax incentives or local utility rebates.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates",2
"Up to 21.5 SEER2 Efficiency Rating* | A SEER2 rating of 21.5 meets ENERGY STAR® and CEE Tier 1 and Tier 2 qualifications, potentially making you eligible for tax incentives or local utility rebates.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates.",2
"Up to 22 SEER Efficiency Rating* | The highly energy efficient cooling mode on this heat pump can deliver more than 36% greater energy efficiency than a conventional 14 SEER single-stage heat pump unit. SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The higher the SEER rating, the more efficiently your unit operates, saving your money on utility bills. A SEER rating of 22 meets ENERGY STAR® and CEE Tier 1 and Tier 2 qualifications, potentially making you eligible for tax incentives or local utility rebates.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates",2
"Up to 23 SEER Efficiency Rating* | The highly energy efficient cooling mode on this heat pump can deliver more than 39% greater energy efficiency than a conventional 14 SEER single-stage air conditioner unit. SEER (Seasonal Energy Efficiency Ratio) rates the energy efficiency of your cooling equipment. The higher the SEER rating, the more efficiently your unit operates, saving your money on utility bills.

Learn more about SEER and SEER2 ratings here.
*May qualify for local utility rebates.",2
"Up to 6.7 HSPF2 Efficiency | HSPF2 stands for Heating Seasonal Performance Factor and is a measurement of a heat pump’s heating efficiency. As with SEER2, HSPF was updated to HSPF2 to help reflect your system’s performance after installation.

Learn more about HSPF and HSPF2 ratings here.
*May qualify for local utility rebates",4
"Up to 7.5 HSPF2 Efficiency Rating* | HSPF2 stands for Heating Seasonal Performance Factor and is a measurement of a heat pump’s heating efficiency. As with SEER2, HSPF was updated to HSPF2 to help reflect your system’s performance after installation.

Learn more about HSPF and HSPF2 ratings here.
*May qualify for local utility rebates.",2
"Up to 8.0 HSPF Efficiency Rating* | HSPF (Heating Seasonal Performance Factor) rates the energy efficiency of your heat pump. The higher the HSPF rating, the more efficiently your unit operates, saving you money on utility bills.",2
"Up to 8.2 HSPF Efficiency Rating* | HSPF (Heating Seasonal Performance Factor) rates the energy efficiency of your heat pump. The higher the HSPF rating, the more efficiently your unit operates, saving you money on utility bills.",1
"Up to 8.5 HSPF Efficiency Rating* | HSPF (Heating Seasonal Performance Factor) rates the energy efficiency of your heat pump. The higher the HSPF rating, the more efficiently your unit operates, saving you money on utility bills.",5
"Up to 8.5 HSPF2 Efficiency Rating* | HSPF2 stands for Heating Seasonal Performance Factor and is a measurement of a heat pump’s heating efficiency. As with SEER2, HSPF was updated to HSPF2 to help reflect your system’s performance after installation.

Learn more about HSPF and HSPF2 ratings here.
*May qualify for local utility rebates.",4
"Up to 8.8 HSPF Efficiency Rating* | HSPF (Heating Seasonal Performance Factor) rates the energy efficiency of your heat pump. The higher the HSPF rating, the more efficiently your unit operates, saving you money on utility bills.

Learn more about HSPF and HSPF2 ratings here.
*May qualify for local utility rebates.",2
"Up to 9.5 HSPF Efficiency Rating* | HSPF (Heating Seasonal Performance Factor) rates the energy efficiency of your heat pump. The higher the HSPF rating, the more efficiently your unit operates, saving you money on utility bills.",2
"Up to 9.5 HSPF2 Efficiency Rating* | HSPF2 stands for Heating Seasonal Performance Factor and is a measurement of a heat pump’s heating efficiency. As with SEER2, HSPF was updated to HSPF2 to help reflect your system’s performance after installation.

Learn more about HSPF and HSPF2 ratings here.
*May qualify for local utility rebates.",2
Variable Speed Blower Motor | This motor gradually ramps up and down significantly reducing the sound of air moving through ductwork.,5
"Variable Speed Fan Motor | By changing the speed of its airflow during start-up, your air handler can adjust humidity levels and create more even temperatures throughout your home, while enhancing efficiency and reducing operating noise.",4
"Variable Speed Fan Motor | By changing the speed of its airflow during start-up, your electric furnace can create more even temperatures throughout your home, while enhancing efficiency and reducing operating noise",4
"Variable Speed Fan Motor | By changing the speed of its airflow during start-up, your furnace can adjust humidity levels and create more even temperatures throughout your home, while enhancing efficiency and reducing operating noise.",7
"Variable-Speed Operation | By changing the speed of its airflow during start-up, your package unit can create more even temperatures throughout your home, while enhancing efficiency and reducing operating noise.",8
"Vibration Reduction | Each compressor was constructed with rubber pads to reduce vibration during operation. Less vibration lowers sound, so your outdoor entertaining is not interrupted.",7
"Warranty . | Our dedication to engineering a better product is backed by a 10-Year Limited Warranty on parts and extended warranty options including full unit replacement on equipment installed by a registered Premier or ProTeam dealer.**

**Product registration required. Warranty applies to residential applications only. For terms, conditions and exclusions, visit our warranty page.",7
Warranty | AirEase's commitment to a better product is backed by a Limited Lifetime Warranty on the aluminized steel heat exchanger and a 10-Year Limited Warranty on parts.,9
Warranty | AirEase’s commitment to a better product is backed by a 10-Year Limited Warranty on parts and compressor.,2
Warranty | AirEase’s commitment to a better product is backed by a 10-Year Limited Warranty on parts.,23
Warranty | AirEase’s commitment to a better product is backed by a Limited Lifetime Warranty on the heat exchanger and a 10-Year Limited Warranty on parts.,4
Warranty | AirEase’s commitment to a better product is backed by a Limited Lifetime Warranty on the stainless steel heat exchanger and a 10-Year Limited Warranty on parts.,5
"Weather Data | Using its connection to your wireless network, the Comfort Sync® A3 Thermostat can display a five-day forecast and live weather alerts.",10
